mbe_id,model,threshold,mean_pairwise_jaccard,sd_pairwise_jaccard,min_pairwise_jaccard,max_pairwise_jaccard
mbe_0,Llama-4-Maverick-17B-128E-Instruct-FP8,0.7,0.6182034844585211,0.09094071444872175,0.45454545454545453,0.7894736842105263
mbe_0,Llama-4-Maverick-17B-128E-Instruct-FP8,0.75,0.6182034844585211,0.09094071444872175,0.45454545454545453,0.7894736842105263
mbe_0,Llama-4-Maverick-17B-128E-Instruct-FP8,0.8,0.6182034844585211,0.09094071444872175,0.45454545454545453,0.7894736842105263
mbe_0,Llama-4-Maverick-17B-128E-Instruct-FP8,0.85,0.6182034844585211,0.09094071444872175,0.45454545454545453,0.7894736842105263
mbe_0,Llama-4-Maverick-17B-128E-Instruct-FP8,0.9,0.6182034844585211,0.09094071444872175,0.45454545454545453,0.7894736842105263
mbe_0,Llama-4-Scout-17B-16E-Instruct,0.7,0.3301292801008377,0.11457486229844482,0.12195121951219512,0.5757575757575758
mbe_0,Llama-4-Scout-17B-16E-Instruct,0.75,0.3301292801008377,0.11457486229844482,0.12195121951219512,0.5757575757575758
mbe_0,Llama-4-Scout-17B-16E-Instruct,0.8,0.3301292801008377,0.11457486229844482,0.12195121951219512,0.5757575757575758
mbe_0,Llama-4-Scout-17B-16E-Instruct,0.85,0.3301292801008377,0.11457486229844482,0.12195121951219512,0.5757575757575758
mbe_0,Llama-4-Scout-17B-16E-Instruct,0.9,0.3301292801008377,0.11457486229844482,0.12195121951219512,0.5757575757575758
mbe_0,claude-haiku-4-5,0.7,0.2906098160164012,0.06316546223459518,0.15789473684210525,0.4444444444444444
mbe_0,claude-haiku-4-5,0.75,0.2906098160164012,0.06316546223459518,0.15789473684210525,0.4444444444444444
mbe_0,claude-haiku-4-5,0.8,0.2906098160164012,0.06316546223459518,0.15789473684210525,0.4444444444444444
mbe_0,claude-haiku-4-5,0.85,0.2906098160164012,0.06316546223459518,0.15789473684210525,0.4444444444444444
mbe_0,claude-haiku-4-5,0.9,0.2906098160164012,0.06316546223459518,0.15789473684210525,0.4444444444444444
mbe_0,gemini-3.1-flash-lite,0.7,0.4091495284159318,0.08674574143129149,0.21739130434782608,0.5789473684210527
mbe_0,gemini-3.1-flash-lite,0.75,0.4091495284159318,0.08674574143129149,0.21739130434782608,0.5789473684210527
mbe_0,gemini-3.1-flash-lite,0.8,0.4091495284159318,0.08674574143129149,0.21739130434782608,0.5789473684210527
mbe_0,gemini-3.1-flash-lite,0.85,0.4091495284159318,0.08674574143129149,0.21739130434782608,0.5789473684210527
mbe_0,gemini-3.1-flash-lite,0.9,0.4091495284159318,0.08674574143129149,0.21739130434782608,0.5789473684210527
mbe_0,gpt-5-mini,0.7,0.01796794063728394,0.014875784100092637,0.0,0.06930693069306931
mbe_0,gpt-5-mini,0.75,0.01796794063728394,0.014875784100092637,0.0,0.06930693069306931
mbe_0,gpt-5-mini,0.8,0.01796794063728394,0.014875784100092637,0.0,0.06930693069306931
mbe_0,gpt-5-mini,0.85,0.01796794063728394,0.014875784100092637,0.0,0.06930693069306931
mbe_0,gpt-5-mini,0.9,0.01796794063728394,0.014875784100092637,0.0,0.06930693069306931
mbe_1,Llama-4-Maverick-17B-128E-Instruct-FP8,0.7,0.5987579428368903,0.10030207493467792,0.42105263157894735,0.7777777777777778
mbe_1,Llama-4-Maverick-17B-128E-Instruct-FP8,0.75,0.5987579428368903,0.10030207493467792,0.42105263157894735,0.7777777777777778
mbe_1,Llama-4-Maverick-17B-128E-Instruct-FP8,0.8,0.5987579428368903,0.10030207493467792,0.42105263157894735,0.7777777777777778
mbe_1,Llama-4-Maverick-17B-128E-Instruct-FP8,0.85,0.5987579428368903,0.10030207493467792,0.42105263157894735,0.7777777777777778
mbe_1,Llama-4-Maverick-17B-128E-Instruct-FP8,0.9,0.5987579428368903,0.10030207493467792,0.42105263157894735,0.7777777777777778
mbe_1,Llama-4-Scout-17B-16E-Instruct,0.7,0.4625275446791658,0.09530762485517168,0.34285714285714286,0.7222222222222222
mbe_1,Llama-4-Scout-17B-16E-Instruct,0.75,0.4625275446791658,0.09530762485517168,0.34285714285714286,0.7222222222222222
mbe_1,Llama-4-Scout-17B-16E-Instruct,0.8,0.4625275446791658,0.09530762485517168,0.34285714285714286,0.7222222222222222
mbe_1,Llama-4-Scout-17B-16E-Instruct,0.85,0.4625275446791658,0.09530762485517168,0.34285714285714286,0.7222222222222222
mbe_1,Llama-4-Scout-17B-16E-Instruct,0.9,0.4625275446791658,0.09530762485517168,0.34285714285714286,0.7222222222222222
mbe_1,claude-haiku-4-5,0.7,0.28450440243099395,0.08119279984818928,0.13793103448275862,0.5106382978723404
mbe_1,claude-haiku-4-5,0.75,0.28450440243099395,0.08119279984818928,0.13793103448275862,0.5106382978723404
mbe_1,claude-haiku-4-5,0.8,0.28450440243099395,0.08119279984818928,0.13793103448275862,0.5106382978723404
mbe_1,claude-haiku-4-5,0.85,0.28450440243099395,0.08119279984818928,0.13793103448275862,0.5106382978723404
mbe_1,claude-haiku-4-5,0.9,0.28450440243099395,0.08119279984818928,0.13793103448275862,0.5106382978723404
mbe_1,gemini-3.1-flash-lite,0.7,0.5880788331226927,0.11654073997854023,0.4,0.9166666666666666
mbe_1,gemini-3.1-flash-lite,0.75,0.5880788331226927,0.11654073997854023,0.4,0.9166666666666666
mbe_1,gemini-3.1-flash-lite,0.8,0.5880788331226927,0.11654073997854023,0.4,0.9166666666666666
mbe_1,gemini-3.1-flash-lite,0.85,0.5880788331226927,0.11654073997854023,0.4,0.9166666666666666
mbe_1,gemini-3.1-flash-lite,0.9,0.5880788331226927,0.11654073997854023,0.4,0.9166666666666666
mbe_1,gpt-5-mini,0.7,0.016653601613140293,0.009353165225576396,0.0,0.038461538461538464
